table_name,column_name,data_type,character_maximum_length,is_nullable,field_name
table867,column15480,double precision,,YES,Tax Rate4
table867,column15482,double precision,,YES,Amt4
table867,column15486,double precision,,YES,Amt5
table867,column15490,double precision,,YES,Amt6
table867,column15495,double precision,,YES,Net Advanced Payment
table867,state,bigint,,YES,status
table867,stateownerid,bigint,,YES,stateownerid
table867,column39120,double precision,,YES,SBC Rate
table867,column39121,double precision,,YES,SBC Amt
table867,column39123,double precision,,YES,KKC Rate
table867,column39124,double precision,,YES,KKC Amt
table867,column39859,double precision,,YES,Total Payment
table867,column40928,double precision,,YES,Tax Code Amount
table868,id,bigint,,NO,id
table868,column15504,text,,YES,Sr
table868,column20416,text,,YES,Parent
table868,column15505,text,,YES,Activity Name
table868,column15507,text,,YES,Unit
table868,column17309,text,,YES,Remarks
table868,column13242,bigint,,YES,Client Bill Details
table868,created_by,character varying,255,YES,created_by
table868,created_date,timestamp without time zone,,YES,created_date
table868,modified_by,character varying,255,YES,modified_by
table868,modified_date,timestamp without time zone,,YES,modified_date
table868,column27335,text,,YES,Activity ID
table868,column27593,text,,YES,Non Tender Item
table868,column31135,text,,YES,Level
table868,column35246,text,,YES,Activity Code
table868,column40929,text,,YES,HSN Code
table868,column40930,text,,YES,Tax Code
table868,column44423,text,,YES,Client BOQ ID
table868,column20417,bigint,,YES,Group
table868,column17302,double precision,,YES,Total Qty
table868,column15508,double precision,,YES,Billing Percent
table868,column15514,double precision,,YES,Hold Rate
table868,column15511,double precision,,YES,Activity Billing Rate
table868,column17303,double precision,,YES,JMR Work Done Qty
table868,column15509,double precision,,YES,Submitted Curr Qty
table868,column15510,double precision,,YES,Corrected Curr Qty
table868,column15516,double precision,,YES,Hold Qty
table868,column17305,double precision,,YES,Total Bill Qty
table868,column15515,double precision,,YES,Hold Amt
table868,column17306,double precision,,YES,Prev Bill Amt
table868,column15512,double precision,,YES,Prev Hold Amt
table868,column17307,double precision,,YES,Submitted Amt
table868,column17308,double precision,,YES,Corrected Amt
table868,column15517,double precision,,YES,Client FIM Amt
table868,column15513,double precision,,YES,Total Amt
table868,state,bigint,,YES,status
table868,stateownerid,bigint,,YES,stateownerid
table868,column25163,double precision,,YES,Client FIM Rate
table868,column37851,double precision,,YES,Total Buildup Area
table868,column37846,double precision,,YES,Previous Percentage
table868,column37847,double precision,,YES,Current Percentage
table868,column37848,double precision,,YES,Total Percentage
table868,column40931,double precision,,YES,Tax Code Amount
table868,column61598,double precision,,YES,GST Principal Amount
table870,id,bigint,,NO,id
table870,column17760,text,,YES,Name Of Client
table870,column17658,text,,YES,Project Name
table870,column17659,text,,YES,Sub Project
table870,column17763,text,,YES,Tender No
table870,column17761,text,,YES,Copy to Name of Client
table870,column17735,text,,YES,Copy to Project Name
table870,column17736,text,,YES,Copy to Sub Project
table870,column17951,text,,YES,Copy to Tender No
table870,column17660,text,,YES,Activity Type
table870,column17662,text,,YES,Parent Group
table870,column17663,text,,YES,Parent
table870,column17661,bigint,,YES,Group
table870,column17664,text,,YES,Activity ID
table870,column15551,text,,YES,Activity Name
table870,column17656,text,,YES,Activity Description
table870,column17721,text,,YES,Color
table870,column17724,text,,YES,Resource
table870,column17728,text,,YES,Depends On
table870,column17729,text,,YES,Caption
table870,column15554,text,,YES,Unit
table870,created_by,character varying,255,YES,created_by
table870,created_date,timestamp without time zone,,YES,created_date
table870,modified_by,character varying,255,YES,modified_by
table870,modified_date,timestamp without time zone,,YES,modified_date
table870,column29226,text,,YES,Master Activity Name
table870,column31124,text,,YES,Level
table870,column31136,text,,YES,Copy to Cost Center
table870,column35242,text,,YES,Activity Code
table870,column35783,text,,YES,Proposal No
table870,column36295,text,,YES,Copy to Proposal No
table870,column37519,text,,YES,Parent Level
table870,column45491,text,,YES,Remarks
table870,column45687,text,,YES,Copy From Proposal ID
table870,column50952,text,,YES,Above Percentage
table870,column50953,text,,YES,Below Percentage
table870,column17722,bigint,,YES,Milestone
table870,column17918,double precision,,YES,Total Qty
table870,column17934,double precision,,YES,Estimated Material Amount
table870,column17935,double precision,,YES,Estimated Labour Amount
table870,column17936,double precision,,YES,Estimated Equipment Amount
table870,column17937,double precision,,YES,Overhead Percent
table870,column18107,double precision,,YES,Activity Estimated Rate
table870,column15553,double precision,,YES,Tender Rate
table870,column15558,double precision,,YES,Total Tender Amount
table870,column17911,double precision,,YES,Daily Planned Qty
table870,column17928,bigint,,YES,Start Day
table870,column17929,bigint,,YES,Activity Duration Days
table870,column17930,bigint,,YES,End Day
table870,state,bigint,,YES,status
table870,stateownerid,bigint,,YES,stateownerid
table870,column27406,double precision,,YES,Sequence No
table870,column27420,double precision,,YES,Total Est Amt Without Profit
table870,column27419,double precision,,YES,Total Est Rate Without Profit
table870,column37878,double precision,,YES,Billing Percentage
table870,column37881,double precision,,YES,Activity Billing Rate
table870,column37880,double precision,,YES,Activity Billing Amount
table870,column17938,double precision,,YES,Total Estimated Amount
table870,column41590,double precision,,YES,Profit Percent
table870,column45492,double precision,,YES,Discount Percent
table870,column45550,boolean,,YES,Rate Only
table871,id,bigint,,NO,id
table871,column15589,text,,YES,Project Name
table871,column15587,text,,YES,Name of Company
table871,column15588,text,,YES,Company Code
table871,column15593,text,,YES,Sub Project
table871,column15591,text,,YES,Sub Project Code
table871,column15696,text,,YES,Floors
table871,column21659,timestamp without time zone,,YES,Till Date
table871,column15594,timestamp without time zone,,YES,Possession Offer Date
table871,column15595,timestamp without time zone,,YES,Society Handover Date
table871,column15802,text,,YES,Society Reg. No.
table871,column15801,text,,YES,unuse
table871,column15803,timestamp without time zone,,YES,Society Reg. Date
table871,column21660,text,,YES,OC Issuing Authority Firm Name
table871,column21661,text,,YES,Survey No
table871,column15776,text,,YES,Member Type1
table871,column15777,text,,YES,Member Type2
table871,created_by,character varying,255,YES,created_by
table871,created_date,timestamp without time zone,,YES,created_date
table871,modified_by,character varying,255,YES,modified_by
table871,modified_date,timestamp without time zone,,YES,modified_date
table871,column28907,timestamp without time zone,,YES,No Service Tax
table871,column28908,timestamp without time zone,,YES,No Vat Date
table871,column30244,text,,YES,Remarks
table871,column32999,text,,YES,S.Tax On Construction
table871,column34307,timestamp without time zone,,YES,Sales Go Live Date
table871,column34399,text,,YES,Annexure Amount Adjust At The End of Paymennt Schedule
table871,column34625,text,,YES,Bank Name
table871,column34627,text,,YES,Favor of
table871,column34626,text,,YES,IFSC Code
table871,column34628,text,,YES,Account No
table871,column34671,text,,YES,Finance Posting From Installment Letter
table871,column15774,text,,YES,Bank Address
table871,column15697,text,,YES,Finance Posting From Agreement Details
table871,column15812,text,,YES,Bank Name For S.T.
table871,column15813,text,,YES,Favor of For S.T.
table871,column15698,text,,YES,Account No For S.T.
table871,column15772,text,,YES,Bank Address For S.T.
table871,column21662,text,,YES,IFSC Code For S.T.
table871,column38153,text,,YES,Pending
table871,column39421,text,,YES,Bank Name For Anx.
table871,column39422,text,,YES,Favor of For Anx.
table871,column39423,text,,YES,IFSC Code For Anx.
table871,column39424,text,,YES,Account No For Anx.
table871,column39425,text,,YES,Bank Address For Anx.
table871,column40223,text,,YES,MICR Code
table871,column41290,text,,YES,HSN Code
table871,column41291,text,,YES,Tax Code
table871,column41758,text,,YES,MICR Code For S.T.
table871,column41894,text,,YES,RERA Registration Number
table871,column41895,timestamp without time zone,,YES,RERA Registration Date
table871,column41947,text,,YES,E-Mail ID
table871,column42509,text,,YES,Make Cancel Unit Available After Refund
table871,column46978,text,,YES,Type of Account S.T.
table871,column46979,text,,YES,Type of Account
table871,column46980,text,,YES,Type of Account Anx.
table871,column47585,text,,YES,Bank Address
table871,column48097,text,,YES,GST On Receipt Basis
table871,column48443,timestamp without time zone,,YES,OC Received Date
table871,column53252,text,,YES,LMBY
table871,column53253,timestamp without time zone,,YES,LMDT
table871,column53254,text,,YES,Phase Name
table871,column55076,timestamp without time zone,,YES,GST Benefit Start Date
table871,column55078,text,,YES,GST Benefit Ledger
table871,column55760,text,,YES,Project Advance Main Ledger
table871,column55761,text,,YES,Sundry Debtors Main Ledger
table871,column55901,text,,YES,Unit Cancellation Main Ledger
table871,column56173,text,,YES,Sale of Plot Main Ledger
table871,column57754,text,,YES,WBS Element Code
table871,column60072,text,,YES,Affordable Tax Code
table871,column60552,text,,YES,Cancellation Based On
table871,column60578,text,,YES,Brokerage Expense Ledger
table871,column62818,text,,YES,PMAY Project
table871,column61839,text,,YES,Society Name
table871,column15717,double precision,,YES,No of Car Parking
table871,column15793,boolean,,YES,Service Tax Due On ( Default Receipt )
table871,column15702,double precision,,YES,No of Units
table871,column15703,double precision,,YES,Total Area of Units
table871,column15704,double precision,,YES,No of Shops
table871,column15705,double precision,,YES,Total Area of Shops
table871,column17638,double precision,,YES,Hold NO Of Days
table871,column15709,double precision,,YES,Basic Rate Per Sq.ft
table871,column15699,double precision,,YES,Floor Rise Rate
table871,column15700,double precision,,YES,Starting Floor For Floor Rise Rate Applicable
table871,column15701,double precision,,YES,Unit Cancellation Charges
table871,column15754,double precision,,YES,Broker Percentage
table871,column15760,double precision,,YES,Broker Due On O/S Received Percentage
table871,column15778,double precision,,YES,Grace Days On 1st M1
table871,column15779,double precision,,YES,Grace Days On 2nd M1
table871,column15784,double precision,,YES,Payable Interest Rate1
table871,column15844,double precision,,YES,Receiveable Interest Rate1
table871,column15780,double precision,,YES,Grace Days On 1st M2
table871,column15781,double precision,,YES,Grace Days On 2nd M2
table871,column15785,double precision,,YES,Payable Interest Rate2
table871,column15845,double precision,,YES,Receiveable Interest Rate2
table871,column15867,double precision,,YES,Vat Interest Rate1
table871,column15865,double precision,,YES,TODELETE Vat Interest Rate1
table871,column15866,double precision,,YES,Service Tax Interest Rate1
table871,column15839,double precision,,YES,CC Entries
table871,column15868,double precision,,YES,TODELETE Service Tax Interest Rate1
table871,state,bigint,,YES,status
table871,stateownerid,bigint,,YES,stateownerid
table871,column30504,double precision,,YES,Loading Percent
table871,column32501,double precision,,YES,Commercial Basic Rate Per Sq.ft
table871,column34473,bigint,,YES,Default Car Parkings Per Unit
table871,column39726,double precision,,YES,Unit Cancellation Charges in Percentage
table871,column44852,double precision,,YES,GST Discount Percentage
table871,column48453,double precision,,YES,Land Percentage
table871,column48454,double precision,,YES,Construction Percentage
table871,column55077,double precision,,YES,GST Benefit Per UOM
table871,column60071,boolean,,YES,Affordable Rate
table871,column60553,double precision,,YES,Unit Cancellation Charges in Percentage After Agreement
table871,column60554,double precision,,YES,Unit Cancellation Charges in Amount After Agreement
table872,id,bigint,,NO,id
table872,column15622,timestamp without time zone,,YES,Voucher Date
table872,column15628,text,,YES,Voucher No
table872,column15621,text,,YES,Ledger Name
table872,column20083,text,,YES,Account Head
table872,column20078,text,,YES,From Project
table872,column20077,text,,YES,TDS PAN No.
table872,column15633,text,,YES,Tax Category
table872,column15632,text,,YES,Company Status
table872,column15637,text,,YES,Company Type
table872,column15625,bigint,,YES,TDS Entries
table872,created_by,character varying,255,YES,created_by
table872,created_date,timestamp without time zone,,YES,created_date
table872,modified_by,character varying,255,YES,modified_by
table872,modified_date,timestamp without time zone,,YES,modified_date
table872,column40784,text,,YES,IT Details Voucher No
table872,column56033,text,,YES,Certificate
table872,column15623,double precision,,YES,TDS Total
table872,column15624,boolean,,YES,Pay TDS
table872,column15626,double precision,,YES,TDS Pay Now
table872,state,bigint,,YES,status
table872,stateownerid,bigint,,YES,stateownerid
table872,column29958,double precision,,YES,Principal Amount
table872,column31672,double precision,,YES,Prev Paid
table872,column31669,double precision,,YES,Current Paid
table872,column31670,double precision,,YES,Balance Amount Payable
table872,column40715,double precision,,YES,Rate
table872,column40756,double precision,,YES,TDS
table872,column40757,double precision,,YES,Education Cess
table872,column40758,double precision,,YES,Surcharge
table872,column55987,double precision,,YES,Adjusted Amount
table873,id,bigint,,NO,id
table873,column15714,text,,YES,Title
table873,column15713,text,,YES,Party Name
table873,column15715,text,,YES,Mobile
table873,column21670,text,,YES,Mobile1
table873,column15727,text,,YES,Telephone
table873,column21671,text,,YES,Telephone1
table873,column15730,text,,YES,Project Name
table873,column15800,timestamp without time zone,,YES,Date
table873,column22841,text,,YES,Estimated Budget
table873,column21672,text,,YES,Lead Status
table873,column15716,text,,YES,Comments
table873,column18128,text,,YES,Telecall Attended By
table873,created_by,character varying,255,YES,created_by
table873,created_date,timestamp without time zone,,YES,created_date
table873,modified_by,character varying,255,YES,modified_by
table873,modified_date,timestamp without time zone,,YES,modified_date
table873,column30389,text,,YES,Unit Type
table873,column30754,text,,YES,Name of Company
table873,column31227,timestamp without time zone,,YES,Next Followup Date
table873,column31228,text,,YES,Source
table873,column31229,text,,YES,Source Name
table873,column31230,text,,YES,Source Description
table873,column31231,text,,YES,Followup Through
table873,column32972,text,,YES,TEnq No@TE/Y/s/M/s/5
table873,column32982,text,,YES,Analysis Parameter
table873,column33399,text,,YES,Call Back Parameter
table873,column33797,text,,YES,Sales Status
table873,column33922,text,,YES,Attended By
table873,column33937,text,,YES,E Mail
table873,column34114,text,,YES,Other Source Details
table873,column34682,text,,YES,Source of Visit
table873,column34785,text,,YES,Location
table873,column35260,timestamp without time zone,,YES,Site Visit Date
table873,column35271,text,,YES,Pickup Address
table873,column35284,timestamp without time zone,,YES,Pickup Time
table873,column36412,text,,YES,Language Preferrence
table873,column36413,text,,YES,Zone
table873,column36414,text,,YES,Community
table873,column36647,text,,YES,Upcoming Projects
table873,column36645,text,,YES,DND Number
table873,column37710,text,,YES,Enq Country
table873,column37860,text,,YES,Country Name
table873,column38701,text,,YES,Incoming Number For This Source
table873,column39199,text,,YES,Project Name App Details
table873,column39928,text,,YES,IQ Forecast For Lead To Enquiry
table873,column37843,text,,YES,Office Location
table873,column40787,text,,YES,Source Web URL
table873,column41749,text,,YES,CP Manager
table873,column43264,text,,YES,Search Name or Number
table873,column44963,text,,YES,Lead Organisation Name
table873,column45022,text,,YES,Product Requirement
table873,column45038,text,,YES,Product And Service
table873,column45057,text,,YES,Organisation Code
table873,column45071,text,,YES,Lead Information
table873,column44924,text,,YES,OCR Image
table873,column45216,text,,YES,Organisation Name
table873,column45291,text,,YES,Source Id
table873,column46382,text,,YES,Application Domain
table873,column46383,text,,YES,Product Status
table873,column46384,text,,YES,Core Technology
table873,column46385,text,,YES,Applicant Aadhar No.
table873,column46386,text,,YES,Have you applied for any program
table873,column46387,text,,YES,Program Name/ Applications No.
table873,column46388,text,,YES,Program Description
table873,column46389,text,,YES,Address
table873,column46390,text,,YES,Pincode
table873,column46391,text,,YES,Applicant Project Name
table873,column46392,text,,YES,Team Details
table873,column46393,text,,YES,Idea / Topic / Value Proposition
table873,column46394,text,,YES,Company Registered
table873,column46395,text,,YES,SINE Point Of Contact
table873,column46793,text,,YES,How did you hear about us
table873,column46848,text,,YES,Other Details
table873,column46863,text,,YES,Sender Email ID
table873,column46864,text,,YES,Receiver Email ID
table873,column46987,text,,YES,Applicant PAN No.
table873,column46988,text,,YES,Same Contact Already Present In Contacts
table873,column47065,timestamp without time zone,,YES,Date of Birth
table873,column47784,text,,YES,Video Tutorial Link
table873,column51159,text,,YES,Level1 Broker
table873,column51160,text,,YES,Level1 Source Name
table873,column51161,text,,YES,Level1 Source Description
table873,column51162,text,,YES,Level1 Source Person
table873,column51163,text,,YES,Level1 Friend Name
table873,column51164,text,,YES,Level1 Person Name
table873,column53009,text,,YES,Qualified Status
table873,column53029,text,,YES,Non Qualified Reason
table873,column53030,text,,YES,Non Qualified Sub Reason
table873,column53258,timestamp without time zone,,YES,Assign Date
table873,column53475,text,,YES,City
table873,column53476,text,,YES,State
table873,column53477,text,,YES,Country
table873,column53478,text,,YES,Pincode
table873,column51983,text,,YES,Lost Sub Reasons
table873,column51985,text,,YES,Contactability status
table873,column51986,text,,YES,Location Acceptable
table873,column51987,text,,YES,Industry
table873,column51988,text,,YES,Age Group
table873,column51990,text,,YES,Marrital Status
table873,column51991,text,,YES,Income Group
table873,column57532,text,,YES,Campaign Name
table873,column48310,text,,YES,Country
table873,column50075,text,,YES,Product Category
table873,column51079,text,,YES,Detail Proposal
table873,column51302,text,,YES,File
table873,column52874,text,,YES,Program Code
table873,column53434,text,,YES,Location Code
table873,column53436,text,,YES,Location Name
table873,column53458,text,,YES,State
table873,column53459,text,,YES,City
table873,column53460,text,,YES,Requirement Type
table873,column55056,text,,YES,Program Code
table873,column55550,text,,YES,Solution Provided
table873,column55551,text,,YES,Solution Provided Reference
table873,column56528,text,,YES,Product Type
table873,column59147,text,,YES,SMS Whatsapp Notification
table873,column59148,text,,YES,Alternate SMS Whatsapp Notification
table873,column59149,text,,YES,E Mail Notification
table873,column59150,text,,YES,Alternate E Mail
table873,column59151,text,,YES,Alternate E Mail Notification
table873,column63463,text,,YES,Team Leader
table873,column65189,text,,YES,Click Source
table873,column65324,text,,YES,Pickup Done
table873,column65325,text,,YES,Drop Done
table873,state,bigint,,YES,status
table873,stateownerid,bigint,,YES,stateownerid
table873,column53463,boolean,,YES,Export
table873,column59466,double precision,,YES,Success Percentage
table873,column59535,double precision,,YES,Chances of Site Visit From AI
table888,id,bigint,,NO,id
table888,created_by,character varying,255,YES,created_by
table888,created_date,timestamp without time zone,,YES,created_date
table888,modified_by,character varying,255,YES,modified_by
table888,modified_date,timestamp without time zone,,YES,modified_date
table888,state,bigint,,YES,status
table888,stateownerid,bigint,,YES,stateownerid
table889,id,bigint,,NO,id
table889,column15821,text,,YES,Project Name
table889,column15822,text,,YES,Sub Project
table889,column15823,text,,YES,Member Name
table889,column15824,text,,YES,Member Code
table889,column15825,text,,YES,Letter Type
table889,column15829,text,,YES,Subject
table889,column15826,text,,YES,Narration
table889,created_by,character varying,255,YES,created_by
table889,created_date,timestamp without time zone,,YES,created_date
table889,modified_by,character varying,255,YES,modified_by
table889,modified_date,timestamp without time zone,,YES,modified_date
table889,state,bigint,,YES,status
table889,stateownerid,bigint,,YES,stateownerid
table890,id,bigint,,NO,id
table890,column15835,text,,YES,Particulars
table890,column15836,timestamp without time zone,,YES,Date
table890,column15837,text,,YES,Soft Copy
table890,column15839,bigint,,YES,CC Entries
table890,created_by,character varying,255,YES,created_by
table890,created_date,timestamp without time zone,,YES,created_date
table890,modified_by,character varying,255,YES,modified_by
table890,modified_date,timestamp without time zone,,YES,modified_date
table890,column29367,text,,YES,Responsible Person
table890,column29366,timestamp without time zone,,YES,Reminder Date
table890,state,bigint,,YES,status
table890,stateownerid,bigint,,YES,stateownerid
table891,id,bigint,,NO,id
table891,column16562,timestamp without time zone,,YES,Date
table891,column16260,text,,YES,Project Name
table891,column16261,text,,YES,Name of Company
table891,column16263,text,,YES,Sub Project
table891,created_by,character varying,255,YES,created_by
table891,created_date,timestamp without time zone,,YES,created_date
table891,modified_by,character varying,255,YES,modified_by
table891,modified_date,timestamp without time zone,,YES,modified_date
table891,column30245,text,,YES,Remarks
table891,column32976,text,,YES,Direction
table891,column38156,text,,YES,Pending
table891,column49351,text,,YES,Unit Type
table891,column16262,double precision,,YES,Basic Rate Per Sq.ft
table891,column16564,double precision,,YES,Unused
table891,column17135,double precision,,YES,Previous Basic Rate Per Sq.Ft
table891,column17136,double precision,,YES,Previous Floor Rise Rate
table891,column16265,bigint,,YES,Update State
table891,state,bigint,,YES,status
table891,stateownerid,bigint,,YES,stateownerid
table891,column30465,double precision,,YES,To Floor
table891,column30464,double precision,,YES,From Floor
table891,column30466,double precision,,YES,Addition / Subtraction In Basic Rate
table891,column30467,double precision,,YES,New Addition / Subtraction In Basic Rate
table891,column30468,double precision,,YES,Floor Rise Rate
table891,column30469,double precision,,YES,New Floor Rise Rate
table891,column32849,double precision,,YES,Commercial Basic Rate Per Sq.ft
table891,column32854,double precision,,YES,Previous Commercial Basic Rate Per Sq.ft
table891,column49353,double precision,,YES,Current  Basic Rate Per UoM for Unit type
table892,id,bigint,,NO,id
table892,column15848,text,,YES,Sr No
table892,column15849,text,,YES,Particulars
table892,column15850,text,,YES,Type
table892,column15851,text,,YES,Area1
table892,column15853,text,,YES,Unit Type
table892,column15856,text,,YES,Party Type
table892,column15857,timestamp without time zone,,YES,Annexure Due Date
table892,column15860,bigint,,YES,Annexure Entries
table892,created_by,character varying,255,YES,created_by
table892,created_date,timestamp without time zone,,YES,created_date
table892,modified_by,character varying,255,YES,modified_by
table892,modified_date,timestamp without time zone,,YES,modified_date
table892,column39728,text,,YES,Service Tax Applicable
table892,column55502,text,,YES,Type Of Area
table892,column59896,text,,YES,HSN Code
table892,column59897,text,,YES,Tax Code
table892,column15852,double precision,,YES,Area
table892,column15854,double precision,,YES,Sale Area
table892,column15855,double precision,,YES,Rate Per Sqft
table892,column15858,double precision,,YES,Amt
table892,state,bigint,,YES,status
table892,stateownerid,bigint,,YES,stateownerid
table892,column39730,double precision,,YES,Service Tax Principal Amount
table892,column39947,double precision,,YES,Additional Charges Service Tax Rate
table892,column39948,double precision,,YES,Additional Charges Service Tax Amount
table892,column39949,double precision,,YES,Total Annexure Amount Plus Service Tax
table892,column60334,double precision,,YES,Tax Code Amount
table893,id,bigint,,NO,id
table893,column15881,text,,YES,Society Name
table893,column16306,text,,YES,Society Code
table893,column15878,text,,YES,Document Category
table893,column15879,text,,YES,Document Name
table893,column15880,text,,YES,Description
table893,column15882,text,,YES,Land Name
table893,created_by,character varying,255,YES,created_by
table893,created_date,timestamp without time zone,,YES,created_date
table893,modified_by,character varying,255,YES,modified_by
table893,modified_date,timestamp without time zone,,YES,modified_date
table893,column31789,text,,YES,Name of Company
table893,state,bigint,,YES,status
table893,stateownerid,bigint,,YES,stateownerid
table894,id,bigint,,NO,id
table894,column16538,text,,YES,Society Name SRA Doc
table894,column16539,text,,YES,Society Code
table894,column15885,text,,YES,Document Category
table894,column15886,text,,YES,Document Name
table894,column15887,text,,YES,Description
table894,column15888,text,,YES,Society Name
table894,column15889,text,,YES,Land Name
table894,created_by,character varying,255,YES,created_by
table894,created_date,timestamp without time zone,,YES,created_date
table894,modified_by,character varying,255,YES,modified_by
table894,modified_date,timestamp without time zone,,YES,modified_date
table894,column31790,text,,YES,Name of Company
table894,column22659,double precision,,YES,Order
table894,state,bigint,,YES,status
table894,stateownerid,bigint,,YES,stateownerid
table897,id,bigint,,NO,id
table897,column15911,timestamp without time zone,,YES,Date
table897,column21955,text,,YES,Federation Name
table897,column15908,text,,YES,Society Name
table897,column15909,text,,YES,Society Code
table897,column15910,text,,YES,Name of Company
table897,column15922,text,,YES,Architecture Firm
table897,column15919,text,,YES,Consulting Firm
table897,column15912,text,,YES,Land Name
table897,column15913,text,,YES,Land No
table897,column15918,text,,YES,Survey. Nos and Hissa Nos
table897,column15916,text,,YES,Land Type
table897,column15917,text,,YES,Land Owner
table897,column15923,text,,YES,Total Area1
table897,column15924,text,,YES,Area Gov. Land
table897,column15926,text,,YES,Inspected By
table897,column15927,timestamp without time zone,,YES,Inspected Date
table897,column15928,text,,YES,Assigned To
table897,column15929,text,,YES,Notes
table897,created_by,character varying,255,YES,created_by
table897,created_date,timestamp without time zone,,YES,created_date
table897,modified_by,character varying,255,YES,modified_by
table897,modified_date,timestamp without time zone,,YES,modified_date
table897,column32502,text,,YES,Property Development Type
table897,column15920,double precision,,YES,Total Residential Structure
table897,column15921,double precision,,YES,Total Commercial Structure
table897,column17471,double precision,,YES,Total Residential Cum Commercial Structure
table897,column22894,double precision,,YES,Total Cancel Structure
table897,column22895,double precision,,YES,Total WC Structure
table897,column22896,double precision,,YES,Total Shakha
table897,column16881,double precision,,YES,Total Area (Sq.Mt)
table897,state,bigint,,YES,status
table897,stateownerid,bigint,,YES,stateownerid
table906,id,bigint,,NO,id
table906,column16039,text,,YES,Consultant Firm Name
table906,column16040,text,,YES,Person Name
table906,column16041,text,,YES,TAN Number
table906,column16042,text,,YES,TIN Number
table906,column16043,text,,YES,PAN Number
table906,column16044,text,,YES,Active
table906,column16046,text,,YES,Contact Name
table906,column16047,text,,YES,Phone No
table906,column16048,text,,YES,Mobile No
table906,column16049,text,,YES,Fax
table906,column16050,text,,YES,E-Mail
table906,column16051,text,,YES,Address
table906,column16052,text,,YES,Country
table906,column16053,text,,YES,State
table906,column16054,text,,YES,City 
table906,column16055,text,,YES,Pincode
table906,created_by,character varying,255,YES,created_by
table906,created_date,timestamp without time zone,,YES,created_date
table906,modified_by,character varying,255,YES,modified_by
table906,modified_date,timestamp without time zone,,YES,modified_date
table906,column25162,text,,YES,Case No
table906,state,bigint,,YES,status
table906,stateownerid,bigint,,YES,stateownerid
table907,id,bigint,,NO,id
table907,column16290,text,,YES,Consultant for Society
table907,column16291,text,,YES,Society Code
table907,column16075,text,,YES,Consulting Firm
table907,column16076,text,,YES,Contact Person
table907,column16077,text,,YES,PAN No
table907,column16078,text,,YES,Consultant Profile
table907,column16079,text,,YES,Notes
table907,column16081,text,,YES,Address
table907,column16082,text,,YES,Location
table907,column16083,text,,YES,Phone (Off)
table907,column16084,text,,YES,Phone (Res)
table907,column16085,text,,YES,Mobile No
table907,column16086,text,,YES,E-Mail
table907,column16087,text,,YES,Consultant Expertise
table907,column16088,text,,YES,Area of Expertise
table907,column16089,text,,YES,Specialty / Scale of Project
table907,created_by,character varying,255,YES,created_by
table907,created_date,timestamp without time zone,,YES,created_date
table907,modified_by,character varying,255,YES,modified_by
table907,modified_date,timestamp without time zone,,YES,modified_date
table907,state,bigint,,YES,status
table907,stateownerid,bigint,,YES,stateownerid
table908,id,bigint,,NO,id
table908,column16292,text,,YES,Society Name
table908,column16293,text,,YES,Society Code
table908,column16093,text,,YES,Architecture Firm
table908,column16094,text,,YES,Contact Person
table908,column16095,text,,YES,PAN No
table908,column16096,text,,YES,Architecture Profile
table908,column16097,text,,YES,Notes
table908,column16099,text,,YES,Address
table908,column16100,text,,YES,Location
table908,column16101,text,,YES,Phone (Off)
table908,column16102,text,,YES,Phone (Res)
table908,column16103,text,,YES,Mobile No
table908,column16104,text,,YES,E-Mail
table908,column16105,text,,YES,Architecture Expertise
table908,column16106,text,,YES,Area of Expertise
table908,column16107,text,,YES,Specialty Scale of Project
table908,created_by,character varying,255,YES,created_by
table908,created_date,timestamp without time zone,,YES,created_date
table908,modified_by,character varying,255,YES,modified_by
table908,modified_date,timestamp without time zone,,YES,modified_date
table908,state,bigint,,YES,status
table908,stateownerid,bigint,,YES,stateownerid
table909,id,bigint,,NO,id
table909,column16110,text,,YES,Society Name
table909,column16111,text,,YES,Society Code
table909,column16112,text,,YES,Accommodation Building Name
table909,column21965,text,,YES,Name of Company
table909,column16256,text,,YES,Floor
table909,column16238,text,,YES,No of Room
table909,column16268,timestamp without time zone,,YES,Hiring Start Date
table909,column16271,timestamp without time zone,,YES,Hiring End Date
table909,column16113,text,,YES,Accomodation Location
table909,created_by,character varying,255,YES,created_by
table909,created_date,timestamp without time zone,,YES,created_date
table909,modified_by,character varying,255,YES,modified_by
table909,modified_date,timestamp without time zone,,YES,modified_date
table909,column30291,text,,YES,Remarks
table909,column34566,text,,YES,City
table909,column34567,text,,YES,State
table909,column34568,text,,YES,Country
table909,column34569,text,,YES,Pincode
table909,column16270,double precision,,YES,Hiring Total Amount
table909,state,bigint,,YES,status
table909,stateownerid,bigint,,YES,stateownerid
table911,id,bigint,,NO,id
table911,column16555,text,,YES,Society Name
table911,column16556,text,,YES,Society Code
table911,column16118,text,,YES,Project Name
table911,column16119,text,,YES,Project Code
table911,column16120,text,,YES,Name of Company
table911,column16121,text,,YES,Company Code
table911,column16122,text,,YES,Address
table911,column16124,text,,YES,Sub Project
table911,column16125,text,,YES,Floors
table911,column16127,text,,YES,Plot Area (Sq.mt)
table911,column16128,text,,YES,Location
table911,column16129,text,,YES,C.C Number
table911,column16130,text,,YES,Land Agreement Details
table911,column16131,text,,YES,PAN No
table911,column16132,text,,YES,Property Card No
table911,column16133,text,,YES,Property Tax Number
